ZIP_CODE,Population,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Count_Education_Facility,Crime_Per_Capita,Education_Per_Capita,Public_Safety_Per_Capita,amenities_index,Education_Per_10k,Education_z,Public_Safety_Per_10k,Public_Safety_z,Crime_Per_10k,Crime_z,crime_events,violent_crime_events,property_crime_events,part1_events,crime_events_per_capita,crime_events_per_10k,crime_events_z,violent_crime_per_capita,violent_crime_per_10k,property_crime_per_capita,property_crime_per_10k
91604,32469,2,0,0,0,3,0.0,9.23958e-05,6.2e-05,-0.9519189650791388,0.9239580000000001,-1.1987627257757931,0.62,-0.10317833857368264,0.0,-0.08694945497590129,8144.0,1431.0,6346.0,5434.0,0.25082386276140317,2508.238627614032,0.049216980331673,0.04407280790908251,440.7280790908251,0.195447965751948,1954.47965751948
91605,49868,1,0,0,0,9,0.0,0.000180476,2e-05,-0.6760911773505822,1.80476,-0.776032473463482,0.2,-0.12756171491963142,0.0,-0.08694945497590129,11944.0,3486.0,7728.0,6803.0,0.23951231250501323,2395.1231250501323,0.021092299577067562,0.06990454800673779,699.0454800673779,0.15496911847276812,1549.6911847276813
91608,38,1,1,1,0,0,3.34211,0.0,0.026316,-0.14027281517937876,0.0,-1.6422051776162503,263.15999999999997,15.138754103962953,33421.1,15.478461393863242,116.0,33.0,78.0,63.0,3.0526315789473686,30526.315789473687,7.015543060084182,0.868421052631579,8684.21052631579,2.0526315789473686,20526.315789473687
91702,60903,5,1,1,2,13,0.00172,0.000213454,8.2e-05,0.4573540582324937,2.13454,-0.6177585565019471,0.8200000000000001,-0.0915672069803737,17.2,-0.07893879504549704,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91706,71082,7,4,4,1,20,0.0001,0.000281365,9.8e-05,3.6278332752079243,2.81365,-0.29182793685324787,0.98,-0.08227830170572657,1.0,-0.08648371893343593,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91711,37529,5,1,1,1,26,0.00037,0.000692798,0.000133,1.0549809316443663,6.92798,1.6827949170868097,1.33,-0.06195882141743592,3.6999999999999997,-0.08522623161877944,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91722,35099,1,0,0,0,11,0.00356,0.000313399,2.8e-05,-0.5841485814410633,3.1339900000000003,-0.1380846335617865,0.27999999999999997,-0.12291726228230783,35.6,-0.07036925186413436,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91723,17733,3,1,1,1,9,0.00028,0.000507528,0.000169,0.27346886641345597,5.07528,0.7936139905459771,1.69,-0.04105878454947986,2.8,-0.08564539405699828,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91724,28352,1,0,0,0,8,0.0043,0.000282167,3.5e-05,-0.7220624753053416,2.82167,-0.2879788349852404,0.35,-0.1188533662246497,43.0,-0.06692280514989067,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91731,27620,3,1,1,1,12,0.00062,0.000434468,0.000109,0.41138276027773424,4.344679999999999,0.4429713690040475,1.09,-0.07589217932940664,6.2,-0.08406189151261605,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91732,57431,3,0,0,0,13,3e-05,0.000226359,5.2e-05,-0.49220598553154454,2.26359,-0.5558225719550185,0.52,-0.10898390437033711,0.3,-0.08680973416316168,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91733,41255,1,0,0,0,10,0.01513,0.000242395,2.4e-05,-0.6301198793958228,2.42395,-0.4788597321104198,0.24000000000000002,-0.12523948860096962,151.29999999999998,-0.01648359175089187,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91740,26168,1,0,0,0,10,0.00015,0.000382146,3.8e-05,-0.6301198793958228,3.8214599999999996,0.1918582668371049,0.38,-0.11711169648565337,1.4999999999999998,-0.08625085091220323,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91741,26071,5,2,2,1,12,0.00023,0.000460282,0.000192,1.3609428040417726,4.60282,0.5668625356134559,1.9200000000000002,-0.027705983217174573,2.3000000000000003,-0.08587826207823095,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91744,76942,2,1,1,0,28,0.00949,0.00036391,2.6e-05,1.1469235275538852,3.6391,0.10433679343936857,0.26,-0.12407837544163872,94.9,-0.042751104545938334,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91745,54351,3,0,0,0,18,0.01104,0.000331181,5.5e-05,-0.2623494957577474,3.31181,-0.05274207817910675,0.55,-0.10724223463134076,110.39999999999999,-0.035532195887725215,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91746,28387,1,0,0,0,14,0.00891,0.000493183,3.5e-05,-0.4462346875767851,4.93183,0.7247669004006311,0.35,-0.1188533662246497,89.1,-0.045452373592237444,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91748,42463,1,0,0,0,16,0.02833,0.000376799,2.4e-05,-0.3542920916672663,3.7679899999999997,0.16619598792409235,0.24000000000000002,-0.12523948860096962,283.3,0.04499356585453606,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91750,32692,5,1,1,2,10,0.00076,0.000305885,0.000153,0.31944016436821543,3.05885,-0.17414716652463985,1.53,-0.050347689824127,7.6000000000000005,-0.08340986105316453,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91754,32248,7,3,3,1,10,0.00071,0.000310097,0.000217,2.218560251896292,3.1009700000000002,-0.15393218264926872,2.17,-0.013192068725538417,7.1000000000000005,-0.08364272907439721,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91765,44502,2,0,0,0,14,0.01297,0.000314593,4.5e-05,-0.4462346875767851,3.14593,-0.13235417516976544,0.45,-0.11304780042799523,129.70000000000002,-0.0265434902681437,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91766,69327,6,2,2,1,18,1e-05,0.000259639,8.7e-05,1.636770591770329,2.59639,-0.3960992425693711,0.87,-0.08866442408204647,0.1,-0.08690288137165475,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91767,49152,2,0,0,0,19,4e-05,0.000386556,4.1e-05,-0.21637819780298803,3.86556,0.21302352773225827,0.41000000000000003,-0.11537002674665703,0.4,-0.08676316055891514,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91768,34200,4,1,1,0,13,3e-05,0.000380117,0.000117,0.4573540582324937,3.8011700000000004,0.1821203270737794,1.17,-0.07124772669208308,0.3,-0.08680973416316168,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91770,58382,2,0,0,0,17,0.02309,0.000291186,3.4e-05,-0.3083207937125068,2.91186,-0.2446932367962635,0.34,-0.11943392280431515,230.9,0.02058899722935103,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91773,33598,4,1,1,1,18,0.01804,0.000535746,0.000119,0.6872105480062908,5.3574600000000006,0.9290428640016322,1.1900000000000002,-0.07008661353275218,180.4,-0.0029306729151497984,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91775,23672,2,0,0,0,6,0.00528,0.000253464,8.4e-05,-0.8140050712148605,2.53464,-0.42573540720147357,0.84,-0.09040609382104281,52.8,-0.06235859193373012,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91776,36952,2,1,1,0,13,0.00103,0.000351808,5.4e-05,0.4573540582324937,3.51808,0.046254710139335325,0.5399999999999999,-0.10782279121100623,10.3,-0.08215237373850805,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91780,35588,2,1,1,0,12,0.01217,0.000337192,5.6e-05,0.41138276027773424,3.37192,-0.023893011684601752,0.5599999999999999,-0.10666167805167533,121.7,-0.030269378607866607,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91789,40298,4,1,1,0,17,0.00675,0.000421857,9.9e-05,0.6412392500515314,4.21857,0.38244640185012924,0.99,-0.08169774512606112,67.5,-0.05551227210948929,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91790,44710,4,1,1,1,14,0.0,0.000313129,8.9e-05,0.5033253561872532,3.13129,-0.1393804658614899,0.8899999999999999,-0.08750331092271559,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91791,33028,2,0,0,0,14,3e-05,0.000423883,6.1e-05,-0.4462346875767851,4.23883,0.3921699434767916,0.61,-0.1037588951533481,0.3,-0.08680973416316168,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91792,30629,1,0,0,0,4,0.0002,0.000130595,3.3e-05,-0.9059476671243792,1.3059500000000002,-1.0154302917653295,0.33,-0.12001447938398059,2.0,-0.08601798289097057,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91801,53381,5,1,1,1,13,0.0,0.000243532,9.4e-05,0.4573540582324937,2.43532,-0.4734028383150028,0.94,-0.08460052802438836,0.0,-0.08694945497590129,4.0,1.0,3.0,3.0,7.493302860568367e-05,0.7493302860568367,-0.5742372269561464,1.8733257151420917e-05,0.18733257151420918,5.619977145426275e-05,0.5619977145426275
91803,27715,1,0,0,0,10,0.0,0.000360815,3.6e-05,-0.6301198793958228,3.60815,0.08948271578165888,0.36,-0.11827280964498425,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93243,0,1,0,0,0,1,0.000245,0.00032704749999999997,6.35e-05,-1.0438615609886577,3.2704750000000002,-0.07258031081178627,0.635,-0.10230750370418448,2.45,-0.08580840167186114,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93510,7786,2,0,0,1,5,0.00706,0.000642178,0.000257,-0.8599763691696198,6.42178,1.4398503577868855,2.5700000000000003,0.010030194461079464,70.60000000000001,-0.054068490377846654,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93532,2930,4,0,0,2,1,0.0058,0.000341297,0.001365,-1.0438615609886577,3.41297,-0.004191561350224179,13.649999999999999,0.6532868847303943,57.99999999999999,-0.05993676451291023,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93534,41430,4,2,2,0,22,0.01839,0.000531016,9.7e-05,1.8206557835893669,5.310160000000001,0.9063418018623861,0.97,-0.08285885828539201,183.9,-0.0013005967665210298,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93535,79409,2,0,0,0,28,0.00967,0.000352605,2.5e-05,0.19736348378984694,3.5260499999999997,0.050079815112903735,0.25,-0.12465893202130417,96.7,-0.04191277966950069,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93536,73412,8,0,0,3,19,0.00595,0.000258813,0.000109,-0.21637819780298803,2.58813,-0.4000635295306855,1.09,-0.07589217932940664,59.50000000000001,-0.059238160449212186,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93543,12275,1,0,0,0,4,0.0123,0.000325866,8.1e-05,-0.9059476671243792,3.2586600000000003,-0.07825077696770995,0.81,-0.09214776356003916,123.0,-0.029663921752661637,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93544,1027,1,0,0,0,0,0.03116,0.0,0.000974,-1.089832858943417,0.0,-1.6422051776162503,9.74,0.4262892620812047,311.6,0.05817389585630583,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93550,80645,6,1,1,1,23,0.01592,0.000285201,7.4e-05,0.9170670377800878,2.85201,-0.27341751943968584,0.74,-0.0962116596176973,159.2,-0.012804277015415496,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93551,54360,2,0,0,0,15,0.01748,0.000275938,3.7e-05,-0.40026338962202573,2.7593799999999997,-0.3178741660772837,0.37,-0.1176922530653188,174.79999999999998,-0.005538794752955838,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93553,1319,1,0,0,0,1,0.01592,0.00075815,0.000758,-1.0438615609886577,7.5815,1.9964439261616544,7.58,0.30088904087346824,159.2,-0.012804277015415496,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93563,195,1,0,0,1,0,0.03077,0.0,0.005128,-1.089832858943417,0.0,-1.6422051776162503,51.279999999999994,2.8379212940114704,307.7,0.0563575252906909,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
93591,7051,1,0,0,0,3,0.00567,0.000425472,0.000142,-0.9519189650791388,4.25472,0.39979615652948963,1.4200000000000002,-0.056733812200446904,56.699999999999996,-0.060542221368115205,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
