ZIP_CODE,Count_Part_1_Crime,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Count_Education_Facility,Population,Crime_Per_Capita,Education_Per_Capita,Public_Safety_Per_Capita,amenities_index,crime_index,education_index,crime_events,violent_crime_events,property_crime_events,part1_events,crime_events_per_capita,violent_crime_per_capita,property_crime_per_capita,part1_events_per_capita
90022,1388,3,1,1,0,25,60343,0.023,0.000414298,5e-05,0.8295733620423574,0.020169834791132202,0.3461678968373256,,,,,,,,
90023,141,2,0,0,0,19,43857,0.00321,0.000433226,4.6e-05,-0.23746778957536585,-0.07199932801276313,0.4370105404254125,8972.0,2528.0,5907.0,5687.0,0.2045739562669585,0.05764188156964681,0.1346877351392024,0.12967143215450214
90024,1,2,0,0,0,7,51675,2e-05,0.000135462,3.9e-05,-0.6512094711682006,-0.08685630776740821,-0.9920717147184561,6105.0,1146.0,4627.0,3620.0,0.1181422351233672,0.022177068214804065,0.08954039671020803,0.07005321722302854
90025,3,1,1,1,0,11,46508,6e-05,0.000236518,2.2e-05,0.05087417752082907,-0.08667001335042207,-0.5070656818339612,13488.0,1916.0,11025.0,9293.0,0.29001462114044896,0.041197213382643844,0.23705599036724864,0.199815085576675
90026,0,1,0,0,0,22,62692,0.0,0.000350922,1.6e-05,-0.28203264717543436,-0.08694945497590129,0.0420024604447534,17254.0,3759.0,12661.0,11654.0,0.2752185286798954,0.05995980348369808,0.20195559242008548,0.1858929368978498
90027,2,1,0,0,0,9,46558,4e-05,0.000193307,2.1e-05,-0.7302528022343387,-0.08676316055891514,-0.7144516429542499,13055.0,2844.0,9621.0,8368.0,0.28040293827054424,0.061085098157137335,0.20664547446196144,0.17973280639202716
90028,2,4,1,1,1,16,32883,6e-05,0.000486574,0.000122,0.6672673788460086,-0.08667001335042207,0.6930478053312275,24077.0,8035.0,14175.0,14556.0,0.7322020496913298,0.24435118450263055,0.43107380713438553,0.4426603412097436
90029,10,1,0,0,0,7,33303,0.0003,0.000210191,3e-05,-0.7992097491664778,-0.0855522468485052,-0.6334189298128055,8035.0,2627.0,4939.0,4608.0,0.24126955529531874,0.07888178242200403,0.14830495751133532,0.13836591298081255
90031,0,1,0,0,0,18,36127,0.0,0.000498242,2.8e-05,-0.41994654103971263,-0.08694945497590129,0.7490469581939599,7209.0,2189.0,4629.0,4356.0,0.19954604589365293,0.060591801145957316,0.1281313145292994,0.12057463946632713
90032,6,3,1,1,0,15,43117,0.00014,0.000347891,7e-05,0.48478862738166184,-0.08629742451644977,0.02745554303586241,6516.0,2052.0,4019.0,3645.0,0.15112368671289747,0.04759143725212793,0.09321149430619013,0.08453742143470093
90033,48,4,2,2,1,21,45647,0.00105,0.000460052,8.8e-05,1.5518297789993853,-0.08205922653001498,0.5657586784692642,11872.0,4276.0,6905.0,6794.0,0.2600828093850636,0.09367537844765264,0.1512695248318619,0.14883782066729467
90034,2,1,0,0,0,14,57075,4e-05,0.000245291,1.8e-05,-0.5578604349039908,-0.08676316055891514,-0.4649607308513803,12101.0,2341.0,9210.0,8015.0,0.21201927288655278,0.04101620674551029,0.16136662286465178,0.1404292597459483
90035,1,1,0,0,0,16,29000,3e-05,0.000551724,3.4e-05,-0.4889034879718518,-0.08680973416316168,1.0057273398707387,6521.0,1351.0,4760.0,3799.0,0.22486206896551725,0.04658620689655173,0.16413793103448276,0.131
90036,0,1,0,0,0,13,39278,0.0,0.000330974,2.5e-05,-0.5923389083700605,-0.08694945497590129,-0.05373554960887929,12703.0,2146.0,9829.0,8977.0,0.3234125973827588,0.05463618310504608,0.2502418656754417,0.22855033352003667
90037,1,1,0,0,0,15,65482,2e-05,0.000229071,1.5e-05,-0.5233819614379214,-0.08685630776740821,-0.5428066564113324,20180.0,8544.0,10260.0,11764.0,0.30817629272166397,0.13047860480742798,0.1566842796493693,0.1796524235667817
90038,14,1,0,0,0,8,27127,0.00052,0.000294909,3.7e-05,-0.7647312757004083,-0.0845276275550814,-0.22682514919702168,9689.0,3024.0,6067.0,5593.0,0.35717182143252113,0.11147565156486158,0.2236517123161426,0.20617834629704723
90039,0,1,0,0,0,8,28884,0.0,0.00027697,3.5e-05,-0.7647312757004083,-0.08694945497590129,-0.3129212070650843,5569.0,874.0,4385.0,3754.0,0.19280570558094448,0.030258966902091122,0.15181415316438165,0.12996814845589252
90040,887,5,0,0,1,3,11430,0.0776,0.000262467,0.000437,-0.3451225310376471,0.2744617139772204,-0.3825265990747012,,,,,,,,
90041,0,2,0,0,0,9,27920,0.0,0.00032235,7.2e-05,-0.5822525242360616,-0.08694945497590129,-0.09512539313717926,3947.0,815.0,2886.0,2508.0,0.14136819484240687,0.02919054441260745,0.10336676217765042,0.08982808022922636
90042,0,1,0,0,0,16,56835,0.0,0.000281517,1.8e-05,-0.4889034879718518,-0.08694945497590129,-0.2910984312623038,8255.0,2116.0,5498.0,4813.0,0.14524500747778657,0.03723057974839448,0.09673616609483593,0.08468373361485
90043,223,1,0,0,0,23,42377,0.00526,0.000542747,2.4e-05,-0.24755417370936483,-0.06245173914222319,0.962643315595049,10620.0,4021.0,5920.0,5728.0,0.25060764093730087,0.0948863770441513,0.13969842131344834,0.13516766170328245
90044,746,1,0,0,0,26,94830,0.00787,0.000274175,1.1e-05,-0.1441187533111561,-0.05029602843387722,-0.32633547105645727,24697.0,11059.0,12190.0,14362.0,0.26043446166824846,0.11661921332911526,0.12854581883370242,0.15144996309184858
90045,41,5,1,1,0,19,41786,0.00098,0.000454698,0.00012,0.9187030772424946,-0.08238524175974073,0.5400628039040372,19339.0,2945.0,15594.0,12904.0,0.46281051069736273,0.0704781505767482,0.37318719188244864,0.30881156368161583
90046,361,3,0,0,0,10,48296,0.00747,0.000207056,6.2e-05,-0.39977377277171466,-0.05215897260373867,-0.6484649826260268,9923.0,2403.0,6928.0,6052.0,0.20546215007454033,0.04975567334768925,0.14344873281431175,0.12531058472751366
90047,278,2,0,0,0,25,50974,0.00545,0.000490446,3.9e-05,-0.030596948778948432,-0.061566840661539,0.7116310003847498,11180.0,4300.0,6234.0,6713.0,0.21932750029426767,0.08435673088241064,0.12229764193510417,0.1316945893985169
90049,0,2,0,0,0,13,37122,0.0,0.000350197,5.4e-05,-0.4443386303717832,-0.08694945497590129,0.03852291075110584,5471.0,716.0,4461.0,3364.0,0.14737891277409623,0.019287753892570442,0.12017132697591724,0.0906201174505684
90056,181,1,0,0,0,1,8543,0.02119,0.000117055,0.000117,-1.0060805899628953,0.011740012422509136,-1.0804138819060047,101.0,25.0,68.0,54.0,0.011822544773498771,0.0029263724686878147,0.007959733114830855,0.006320964532365679
90057,1,2,1,1,0,9,46629,2e-05,0.000193013,4.3e-05,0.12991750858696716,-0.08685630776740821,-0.7158626603472603,13166.0,5597.0,6937.0,7002.0,0.282356473439276,0.1200325977396041,0.14877007870638445,0.15016406099208646
90058,10,4,1,1,1,2,3585,0.00279,0.00055788,0.001116,0.18456875032103467,-0.07395541939111766,1.0352723163039732,2128.0,708.0,1336.0,1340.0,0.5935843793584379,0.19748953974895397,0.3726638772663877,0.3737796373779637
90059,367,1,0,0,0,17,37511,0.00978,0.0004532,2.7e-05,-0.4544250145057822,-0.04140047002278878,0.5328733343301278,7982.0,3505.0,4048.0,3927.0,0.21279091466503158,0.0934392578177068,0.10791501159659833,0.10468929114126523
90061,180,2,1,1,0,12,30051,0.00599,0.000399321,6.7e-05,0.23335292898517584,-0.05905186603222605,0.2742875992348964,8062.0,3402.0,4281.0,4530.0,0.2682772619879538,0.11320754716981132,0.14245782170310473,0.15074373564939603
90062,0,2,1,1,1,7,32715,0.0,0.000213969,6.1e-05,0.060960561654828035,-0.08694945497590129,-0.6152868763747353,9405.0,3901.0,4885.0,5185.0,0.2874828060522696,0.11924193794895308,0.14931988384533088,0.15848998930154362
90063,303,3,0,0,1,21,48397,0.00626,0.000433911,6.2e-05,-0.02051056464494945,-0.05779437871756956,0.44029811496354854,2244.0,599.0,1507.0,1316.0,0.046366510320887656,0.012376800214889353,0.031138293695890242,0.027191768084798645
90064,0,3,0,0,0,14,26642,0.0,0.000525486,0.000113,-0.2618598789074364,-0.08694945497590129,0.8798012366129079,7394.0,1325.0,5760.0,4726.0,0.2775317168380752,0.04973350349072892,0.21619998498611215,0.17738908490353578
90065,0,3,1,1,0,18,44658,0.0,0.000403063,6.7e-05,0.5882240477798705,-0.08694945497590129,0.2922468750330061,8003.0,2157.0,5297.0,4708.0,0.17920641318464778,0.04830041649872363,0.11861256661740338,0.10542344036902683
90066,8,4,2,2,1,21,56740,0.00014,0.000370109,7e-05,1.5518297789993853,-0.08629742451644977,0.13408814316477796,8172.0,1366.0,6389.0,5459.0,0.14402537892139583,0.024074726824109976,0.11260133944307367,0.09621078604159324
90068,1,1,0,0,0,2,21572,5e-05,9.27128e-05,4.6e-05,-0.9716021164968257,-0.08671658695466859,-1.1972413226683638,6388.0,1174.0,4843.0,4104.0,0.2961246059707028,0.05442239940663823,0.22450398664936028,0.19024661598368256
90069,936,2,1,1,0,2,20961,0.04465,9.54153e-05,9.5e-05,-0.11143180567551982,0.12100168798488331,-1.1842710012241116,1590.0,324.0,1175.0,1021.0,0.07585515958208101,0.015457277801631602,0.05605648585468251,0.0487095081341539
90094,0,1,0,0,0,1,11764,0.0,8.50051e-05,8.5e-05,-1.0060805899628953,-0.08694945497590129,-1.2342334953217817,1798.0,202.0,1520.0,1314.0,0.15283917035022102,0.01717103026181571,0.1292077524651479,0.11169670180210813
90095,0,1,1,1,0,2,0,,,,-0.25943208367379705,,,177.0,73.0,98.0,100.0,,,,
90201,240,5,2,2,1,25,92763,0.00259,0.000269504,5.4e-05,1.8377439508619406,-0.07488689147604839,-0.34875336984132377,,,,,,,,
90210,1,6,1,1,1,4,19004,5e-05,0.000210482,0.000316,0.5495262532497283,-0.08671658695466859,-0.6320223105564586,904.0,174.0,648.0,458.0,0.047568932856240795,0.009155967164807408,0.034098084613765525,0.02410018943380341
90211,0,1,0,0,0,3,9120,0.0,0.000328947,0.00011,-0.9371236430307561,-0.08694945497590129,-0.06346389061442932,150.0,26.0,111.0,74.0,0.01644736842105263,0.0028508771929824563,0.012171052631578947,0.008114035087719297
90220,1382,3,1,1,0,18,48354,0.02858,0.000372255,6.2e-05,0.5882240477798705,0.046157905960699463,0.14438761025797514,,,,,,,,
90221,456,4,2,2,0,18,50659,0.009,0.000355317,7.9e-05,1.4483943586011765,-0.04503321115401862,0.06309573065659009,,,,,,,,
90222,170,1,0,0,0,11,32340,0.00526,0.000340136,3.1e-05,-0.6612958553021996,-0.06245173914222319,-0.009763640238948296,,,,,,,,
90230,6,4,1,1,1,15,31009,0.00019,0.000483731,0.000129,0.632788905379939,-0.0860645564952171,0.6794031711532409,1919.0,495.0,1275.0,1102.0,0.06188525911832049,0.01596310748492373,0.04111709503692476,0.035538069592698895
90232,2,2,1,1,0,7,16554,0.00012,0.000422859,0.000121,0.060960561654828035,-0.08639057172494286,0.38725537949569466,109.0,28.0,74.0,68.0,0.006584511296363417,0.0016914340944786759,0.0044702186782650715,0.004107768515162498
90240,0,2,0,0,0,4,24853,0.0,0.000160946,8e-05,-0.7546448915664093,-0.08694945497590129,-0.8697643431420187,,,,,,,,
90241,2,2,1,1,1,16,45319,4e-05,0.000353053,4.4e-05,0.37126682284945417,-0.08676316055891514,0.05222993685463364,,,,,,,,
90242,11,3,0,0,1,15,40767,0.00027,0.000367945,7.4e-05,-0.22738140544136687,-0.0856919676612448,0.12370228725160076,,,,,,,,
90245,1,5,1,1,0,12,16769,6e-05,0.000715606,0.000298,0.6773537629800076,-0.08667001335042207,1.7922591507595218,7.0,2.0,4.0,3.0,0.0004174369372055579,0.00011926769634444511,0.00023853539268889023,0.00017890154451666765
90247,33,2,1,1,0,10,47053,0.0007,0.000212526,4.3e-05,0.16439598205303674,-0.08368930267864375,-0.6222123801098162,2406.0,765.0,1540.0,1530.0,0.051133827811191634,0.01625826195991754,0.03272905021996472,0.03251652391983508
90248,68,2,0,0,0,6,11235,0.00605,0.000534045,0.000178,-0.6856879446342703,-0.05877242440674683,0.9208791205135016,1912.0,445.0,1416.0,1355.0,0.1701824655095683,0.03960836671117045,0.1260347129506008,0.12060525144637294
90249,83,1,0,0,0,6,26290,0.00316,0.000228224,3.8e-05,-0.8336882226325475,-0.07223219603399582,-0.5468717303292905,,,,,,,,
90250,149,5,1,1,1,26,93826,0.00159,0.000277109,5.3e-05,1.1600523915049816,-0.07954425190070201,-0.3122540933996817,,,,,,,,
90254,0,2,1,1,0,5,19063,0.0,0.000262288,0.000105,-0.0079963852773111,-0.08694945497590129,-0.3833856878956156,,,,,,,,
90255,400,4,1,1,1,34,69349,0.00577,0.000490274,5.8e-05,1.287879901235261,-0.06007648532564984,0.71080550721605,,,,,,,,
90260,589,2,1,1,0,14,32075,0.01836,0.000436477,6.2e-05,0.302309875917315,-0.001440317579260633,0.4526133211896175,,,,,,,,
90262,1453,4,1,1,1,22,64235,0.02262,0.000342492,6.2e-05,0.874138219642426,0.01840003782976383,0.0015436964206847611,,,,,,,,
90263,0,1,1,1,0,1,1856,0.0,0.000538793,0.000539,-0.29391055713986664,-0.08694945497590129,0.9436665714727277,,,,,,,,
90265,224,9,1,1,3,9,15918,0.01407,0.000565398,0.000565,1.1659194545749079,-0.021420393801024715,1.0713540467823781,1.0,0.0,1.0,1.0,6.282196255811031e-05,0.0,6.282196255811031e-05,6.282196255811031e-05
90266,0,3,1,1,0,13,34210,0.0,0.000380006,8.8e-05,0.4158316804495227,-0.08694945497590129,0.18158759601723465,,,,,,,,
90270,312,1,1,1,0,7,24218,0.01288,0.000289041,4.1e-05,-0.0870397163434492,-0.026962652706362528,-0.25498790451057257,,,,,,,,
90272,0,2,0,0,0,10,21390,0.0,0.000467508,9.4e-05,-0.547774050769992,-0.08694945497590129,0.6015428474566256,2925.0,382.0,2350.0,1851.0,0.13674614305750352,0.01785881252921926,0.10986442262739599,0.08653576437587658
90274,92,4,1,1,0,16,25059,0.00367,0.000638493,0.00016,0.6672673788460086,-0.06985694221742246,1.4221646465853797,,,,,,,,
90275,235,2,0,0,0,15,40945,0.00574,0.000366345,4.9e-05,-0.3753816834396441,-0.06021620613838945,0.11602328103113702,332.0,110.0,208.0,212.0,0.00810843814873611,0.0026865307119306385,0.0050799853461961164,0.005177677372084503
90277,0,3,1,1,1,10,34844,0.0,0.000286993,8.6e-05,0.312396260051314,-0.08694945497590129,-0.2648170324727665,,,,,,,,
90278,1,1,0,0,0,10,42423,2e-05,0.000235721,2.4e-05,-0.6957743287682692,-0.08685630776740821,-0.5108907868075296,,,,,,,,
90280,4,4,1,1,1,31,91365,4e-05,0.000339298,4.4e-05,1.1844444808370522,-0.08676316055891514,-0.013785519746916327,7.0,5.0,1.0,6.0,7.661577190390193e-05,5.472555135992995e-05,1.094511027198599e-05,6.567066163191595e-05
90290,37,1,0,0,0,2,6315,0.00586,0.000316706,0.000158,-0.9716021164968257,-0.05965732288743101,-0.12221308757986546,1.0,0.0,1.0,1.0,0.00015835312747426763,0.0,0.00015835312747426763,0.00015835312747426763
90291,5,1,0,0,0,7,26324,0.00019,0.000265917,3.8e-05,-0.7992097491664778,-0.0860645564952171,-0.36596874191182605,12204.0,3385.0,8201.0,7919.0,0.4636073545053943,0.12858987995745327,0.31154079927062756,0.30082814161981464
90292,455,2,1,1,0,1,23982,0.01897,4.16979e-05,8.3e-05,-0.14591027914158938,0.0014006722797780787,-1.4420811566910763,4052.0,745.0,3154.0,2729.0,0.16896005337336337,0.0310649653907097,0.13151530314402468,0.11379367859227754
90301,3,3,2,2,0,20,36060,8e-05,0.000554631,8.3e-05,1.3693510275350382,-0.086576866141929,1.019679134297544,33.0,3.0,28.0,17.0,0.0009151414309484193,8.319467554076539e-05,0.000776483638380477,0.0004714364947310039
90303,1,2,1,1,0,5,22727,4e-05,0.000220003,8.8e-05,-0.0079963852773111,-0.08676316055891514,-0.5863274241658111,,,,,,,,
90304,286,1,0,0,0,8,25430,0.01125,0.000314589,3.9e-05,-0.7647312757004083,-0.03455415019854795,-0.13237337268531663,47.0,2.0,43.0,27.0,0.00184821077467558,7.864726700747149e-05,0.001690916240660637,0.001061738104600865
90305,0,1,0,0,0,3,14708,0.0,0.000203971,6.8e-05,-0.9371236430307561,-0.08694945497590129,-0.6632710664948586,41.0,24.0,16.0,24.0,0.0027875985858036444,0.0016317650258362796,0.0010878433505575197,0.0016317650258362796
90401,1,5,3,3,1,3,8101,0.00012,0.000370325,0.000617,1.791387567431439,-0.08639057172494286,0.13512480900454077,,,,,,,,
90404,7,2,1,1,0,7,22978,0.0003,0.000304639,8.7e-05,0.060960561654828035,-0.0855522468485052,-0.180127192618826,71.0,18.0,50.0,41.0,0.00308991208982505,0.0007833579946035338,0.0021759944294542605,0.0017843154321524938
90405,0,3,1,1,0,11,27298,0.0,0.00040296,0.00011,0.34687473351738357,-0.08694945497590129,0.29175253900756376,103.0,8.0,86.0,52.0,0.0037731701956187267,0.000293061762766503,0.0031504139497399077,0.0019049014579822698
90501,7,1,0,0,0,14,41787,0.00017,0.000335032,2.4e-05,-0.5578604349039908,-0.08615770370371018,-0.03425967008222801,3160.0,989.0,1986.0,1792.0,0.07562160480532223,0.02366764783305813,0.04752674276688922,0.04288415057314476
90502,216,1,1,1,0,3,18467,0.0117,0.000162452,5.4e-05,-0.22495361020772747,-0.03245833800745381,-0.8625364785370071,802.0,177.0,605.0,597.0,0.043428818974386746,0.009584664536741214,0.032761141495640876,0.03232793631883901
90503,3,4,1,1,1,15,43454,7e-05,0.000345193,9.2e-05,0.632788905379939,-0.08662343974617553,0.014506818796605123,,,,,,,,
90504,0,2,0,0,0,11,33084,0.0,0.000332487,6e-05,-0.5132955773039224,-0.08694945497590129,-0.04647408935165307,5.0,3.0,2.0,3.0,0.0001511304558094547,9.067827348567283e-05,6.045218232378189e-05,9.067827348567283e-05
90505,1,2,0,0,0,12,35148,3e-05,0.000341413,5.7e-05,-0.4788171038378528,-0.08680973416316168,-0.0036348333992406324,,,,,,,,
90506,0,1,1,1,0,1,0,,,,-0.29391055713986664,,,,,,,,,,
90601,69,2,0,0,1,14,30078,0.00229,0.000465456,6.6e-05,-0.40986015690571365,-0.07628409960344447,0.5916945219788807,,,,,,,,
90602,8,3,1,1,1,3,25905,0.00031,0.000115808,0.000116,0.07104694578882702,-0.08550567324425866,-1.0863987073790786,,,,,,,,
90603,1,1,0,0,0,4,21118,5e-05,0.000189412,4.7e-05,-0.9026451695646865,-0.08671658695466859,-0.7331452237221916,,,,,,,,
90604,271,2,0,0,0,13,39276,0.0069,0.000330991,5.1e-05,-0.4443386303717832,-0.05481366804579124,-0.053653960167786875,,,,,,,,
90631,38,2,0,0,0,0,0,,,,-0.8925587854306876,,,,,,,,,,
90638,605,3,1,1,0,14,45933,0.01317,0.000304792,6.5e-05,0.45031015391559226,-0.025612018183212983,-0.17939288764899405,,,,,,,,
90640,18,6,2,2,1,20,61382,0.00029,0.000325828,9.8e-05,1.81335186152987,-0.08559882045275174,-0.07843315336544597,,,,,,,,
90650,1551,5,2,2,1,29,99900,0.01553,0.00029029,5e-05,1.975657844726219,-0.01462064758103041,-0.24899348027972307,,,,,,,,
90660,1306,4,1,1,0,19,60272,0.02167,0.000315238,6.6e-05,0.7707027992442173,0.013975545426342868,-0.12925857578714087,,,,,,,,
90670,2,5,1,1,0,12,17851,0.00011,0.000672231,0.00028,0.6773537629800076,-0.08643714532918939,1.5840860915016353,,,,,,,,
90703,1510,3,1,1,0,25,48108,0.03139,0.000519664,6.2e-05,0.8295733620423574,0.05924508875397617,0.851859252728195,,,,,,,,
90704,48,4,1,1,0,1,3421,0.01403,0.000292312,0.001169,0.1500902768549651,-0.021606688218010855,-0.23928913616861208,,,,,,,,
90706,1516,3,1,1,0,17,76819,0.01973,0.000221299,3.9e-05,0.5537455743138009,0.004940266202514839,-0.5801074291272355,,,,,,,,
90710,75,1,0,0,0,8,26761,0.0028,0.000298942,3.7e-05,-0.7647312757004083,-0.07390884578687112,-0.20746925414256495,4052.0,1246.0,2526.0,2338.0,0.15141437166025185,0.04656029296364112,0.09439109151377004,0.08736594297671986
90712,981,3,1,1,0,12,30800,0.03185,0.00038961,9.7e-05,0.3813532069834531,0.061387474549316846,0.22768083085556862,,,,,,,,
90713,291,1,0,0,0,8,28221,0.01031,0.000283477,3.5e-05,-0.7647312757004083,-0.03893206899772236,-0.2816916486422355,,,,,,,,
90716,243,1,0,0,0,3,13599,0.01787,0.000220604,7.4e-05,-0.9371236430307561,-0.0037224241873409156,-0.5834429974542493,,,,,,,,
90717,366,2,1,1,0,6,21482,0.01704,0.000279304,9.3e-05,0.026482088188758454,-0.007588033339803433,-0.30171945674098277,264.0,98.0,149.0,164.0,0.012289358532725073,0.0045619588492691555,0.006936039474909226,0.007634298482450424
90723,1280,2,1,1,0,21,52050,0.02459,0.000403458,3.8e-05,0.5436591901798019,0.02757503786633148,0.29414262969368304,,,,,,,,
90731,21,10,2,2,2,16,61944,0.00034,0.000258298,0.000161,2.2674390796587005,-0.08536595243151905,-0.40253520965789724,15715.0,5012.0,9514.0,8659.0,0.25369688751130054,0.08091179129536355,0.15359033966162985,0.13978755004520213
90732,11,1,0,0,0,6,23067,0.00048,0.000260112,4.3e-05,-0.8336882226325475,-0.08471392197206754,-0.39382913635544636,2455.0,562.0,1739.0,1495.0,0.10642909784540686,0.024363809771535093,0.07538908397277495,0.06481120215025794
90744,10,2,0,0,0,14,52800,0.00019,0.000265152,3.8e-05,-0.40986015690571365,-0.0860645564952171,-0.3696402667609854,13174.0,4522.0,7592.0,7476.0,0.24950757575757576,0.0856439393939394,0.1437878787878788,0.1415909090909091
90745,998,2,1,1,0,17,57397,0.01739,0.000296183,3.5e-05,0.4057452963155237,-0.005957957191174664,-0.22071074049397735,46.0,10.0,32.0,30.0,0.0008014356151018346,0.00017422513371779012,0.0005575204278969284,0.0005226754011533704
90746,459,3,1,1,0,10,27091,0.01694,0.000369126,0.000111,0.312396260051314,-0.008053769382268794,0.12937035371808064,,,,,,,,
90755,1,3,1,1,1,4,11521,9e-05,0.000347192,0.00026,0.1055254192548966,-0.08653029253768246,0.02410077719329727,,,,,,,,
90802,3,9,2,2,1,7,40434,7e-05,0.000173122,0.000223,1.8091325404657974,-0.08662343974617553,-0.8113271058042889,,,,,,,,
90803,0,4,0,0,0,6,31526,0.0,0.000190319,0.000127,-0.3896873886377158,-0.08694945497590129,-0.7287921870709663,,,,,,,,
90805,24,2,0,0,0,16,92402,0.00026,0.000173156,2.2e-05,-0.34090320997357454,-0.08573854126549134,-0.8111639269221042,,,,,,,,
90806,3,1,0,0,0,9,41664,7e-05,0.000216014,2.4e-05,-0.7302528022343387,-0.08662343974617553,-0.605472146549205,,,,,,,,
90807,2,3,0,0,0,8,33101,6e-05,0.000241685,9.1e-05,-0.4687307197038538,-0.08667001335042207,-0.48226729112075073,,,,,,,,
90808,5,4,1,1,0,19,39317,0.00013,0.000483252,0.000102,0.7707027992442173,-0.0863439981206963,0.6771042686659895,,,,,,,,
90810,93,2,0,0,0,9,35833,0.0026,0.000251165,5.6e-05,-0.5822525242360616,-0.07484031787180186,-0.4367691792645024,17.0,5.0,11.0,11.0,0.0004744230178885385,0.00013953618173192308,0.0003069795998102308,0.0003069795998102308
90813,0,2,0,0,0,13,51241,0.0,0.000253703,3.9e-05,-0.4443386303717832,-0.08694945497590129,-0.4245883556472919,3.0,1.0,2.0,3.0,5.854686676684686e-05,1.951562225561562e-05,3.903124451123124e-05,5.854686676684686e-05
