ZIP_CODE,Population,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Count_Education_Facility,Crime_Per_Capita,Education_Per_Capita,Public_Safety_Per_Capita,amenities_index,crime_index,education_index,crime_events,violent_crime_events,property_crime_events,part1_events,crime_events_per_capita,violent_crime_per_capita,property_crime_per_capita
90245,16769,5,1,1,0,12,6e-05,0.000715606,0.000298,0.41138276027773424,-0.08667001335042207,1.7922591507595218,7.0,2.0,4.0,3.0,0.0004174369372055579,0.00011926769634444511,0.00023853539268889023
90247,47053,2,1,1,0,10,0.0007,0.000212526,4.3e-05,0.31944016436821543,-0.08368930267864375,-0.6222123801098162,2406.0,765.0,1540.0,1530.0,0.051133827811191634,0.01625826195991754,0.03272905021996472
90248,11235,2,0,0,0,6,0.00605,0.000534045,0.000178,-0.8140050712148605,-0.05877242440674683,0.9208791205135016,1912.0,445.0,1416.0,1355.0,0.1701824655095683,0.03960836671117045,0.1260347129506008
90249,26290,1,0,0,0,6,0.00316,0.000228224,3.8e-05,-0.8140050712148605,-0.07223219603399582,-0.5468717303292905,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90250,93826,5,1,1,1,26,0.00159,0.000277109,5.3e-05,1.0549809316443663,-0.07954425190070201,-0.3122540933996817,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90254,19063,2,1,1,0,5,0.0,0.000262288,0.000105,0.08958367459441834,-0.08694945497590129,-0.3833856878956156,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90255,69349,4,1,1,1,34,0.00577,0.000490274,5.8e-05,1.4227513152824418,-0.06007648532564984,0.71080550721605,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90260,32075,2,1,1,0,14,0.01836,0.000436477,6.2e-05,0.5033253561872532,-0.001440317579260633,0.4526133211896175,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90262,64235,4,1,1,1,22,0.02262,0.000342492,6.2e-05,0.8710957398253285,0.01840003782976383,0.0015436964206847611,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90263,1856,1,1,1,0,1,0.0,0.000538793,0.000539,-0.0943015172246194,-0.08694945497590129,0.9436665714727277,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
